index,constraint_id,constraint_type,density_bucket,candidate_count,selected_candidate_index,oracle_candidate_index,non_vacuous_oracle_candidate_index,selected_slots,oracle_slots,non_vacuous_oracle_slots,selected_primary_satisfied,oracle_primary_satisfied,non_vacuous_oracle_primary_satisfied,selected_gfr,oracle_gfr,non_vacuous_oracle_gfr,selected_srr,oracle_srr,non_vacuous_oracle_srr,selected_regressions,oracle_regressions,non_vacuous_oracle_regressions,selected_disruption,oracle_disruption,non_vacuous_oracle_disruption,selected_safe,oracle_safe,selected_non_vacuous_safe,oracle_non_vacuous_safe,selected_focus_deleted,oracle_focus_deleted,selected_vacuous_satisfaction_improvement,oracle_vacuous_satisfaction_improvement
217,56687,distinct,1,41,,24,24,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]","[0, 0, 0, 74195, 74214, 0]",1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,1,1,0,0,0
218,56958,valueType,1,43,,39,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.8222222222222222,0.8818181818181818,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
221,64245,valueType,1,48,,41,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.15384615384615385,0.4,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
222,56098,valueType,1,43,,40,,"[74195, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.95,,0.0,0.07692307692307693,,0,1,,0,1,,0,0,0,0,0,1,0,0
225,64322,valueType,1,46,,42,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9222222222222223,0.9354838709677419,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
226,71311,type,1,55,,52,15,"[74195, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74195, 29762, 0, 0, 0, 0]",1,1,1,0.96,0.9655172413793104,0.96,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
228,51433,valueRequiresStatement,1,42,,38,10,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.868421052631579,0.9047619047619048,0.868421052631579,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
229,56958,valueType,1,42,,37,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.21428571428571427,0.4444444444444444,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
230,59405,distinct,1,41,,21,24,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 0, 74214, 74215]",1,1,1,1.0,1.0,0.967741935483871,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
231,65737,valueRequiresStatement,1,42,,38,14,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.6444444444444445,0.6666666666666666,0.6444444444444445,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
232,56097,itemRequiresStatement,1,41,,38,,"[74195, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.9736842105263158,,0.0,0.04,,0,1,,0,1,,0,0,0,0,0,1,0,0
236,51873,type,1,50,,42,,"[74195, 74214, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.8,1.0,,0.2,0.0,,1,0,,1,1,,0,1,0,0,0,1,0,0
237,52397,valueRequiresStatement,1,42,,38,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.6486486486486487,0.7727272727272727,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
238,63734,itemRequiresStatement,1,42,,38,16,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.5882352941176471,0.675,0.5882352941176471,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
240,68987,itemRequiresStatement,1,42,,20,,"[74195, 74214, 74195, 0, 0, 0]","[74195, 74214, 0, 0, 0, 0]",,0,1,,0.8461538461538461,1.0,,0.15384615384615385,0.0,,2,0,,1,0,,0,1,0,0,0,0,0,0
245,59405,distinct,1,41,,21,24,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 0, 74214, 74215]",1,1,1,1.0,1.0,0.967741935483871,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
246,73060,inverse,1,42,,4,4,"[74215, 29762, 74195, 0, 0, 0]","[74215, 74214, 74195, 0, 0, 0]","[74215, 74214, 74195, 0, 0, 0]",0,1,1,0.75,0.8125,0.8125,0.0,0.0,0.0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
248,64487,distinct,1,40,,21,22,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,0.47368421052631576,0.47368421052631576,0.4444444444444444,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
254,73973,valueType,1,47,,43,18,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74195, 29762, 29900, 0, 0, 0]",1,1,1,0.8627450980392157,0.9027777777777778,0.8823529411764706,0.0,0.0,0.0,0,0,0,1,1,1,1,1,1,1,0,1,0,1
260,52397,valueRequiresStatement,1,42,,38,11,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.4,0.6470588235294118,0.4,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
262,55133,itemRequiresStatement,1,42,,31,3,"[74195, 74214, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74195, 0, 74195, 0, 0, 0]",1,1,1,0.5238095238095238,0.6521739130434783,0.5238095238095238,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
266,64245,valueType,1,48,,44,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.9452054794520548,0.9767441860465116,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
268,53332,type,1,45,,7,,"[74195, 74214, 74195, 0, 0, 0]","[74195, 0, 74195, 0, 0, 0]",,0,1,,0.6470588235294118,0.7272727272727273,,0.0,0.0,,0,0,,1,0,,0,1,0,0,0,0,0,0
270,64245,valueType,1,48,,39,,"[74215, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.3111111111111111,0.48214285714285715,,0.0,0.0,,0,0,,0,1,,0,1,0,0,0,1,0,1
274,64487,distinct,1,40,,21,22,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,0.47368421052631576,0.47368421052631576,0.4444444444444444,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
275,52410,valueType,1,43,,39,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.5769230769230769,0.7333333333333333,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
277,56490,valueRequiresStatement,1,42,,34,,"[74195, 74214, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.2857142857142857,1.0,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
279,59405,distinct,1,41,,21,24,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 0, 74214, 74215]",1,1,1,1.0,1.0,0.967741935483871,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
280,61200,itemRequiresStatement,1,42,,4,,"[74195, 74214, 74195, 0, 0, 0]","[74195, 0, 74195, 0, 0, 0]",,0,1,,0.9523809523809523,1.0,,0.047619047619047616,0.0,,1,0,,1,0,,0,1,0,0,0,0,0,0
281,65608,type,1,43,,23,,"[74195, 74214, 74195, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",,0,1,,1.0,1.0,,0.0,0.0,,0,0,,1,0,,0,1,0,0,0,0,0,0
283,55697,single,1,42,,5,,"[74195, 74214, 74195, 0, 0, 0]","[74195, 0, 74195, 0, 0, 0]",,1,1,,0.9230769230769231,1.0,,0.08,0.0,,2,0,,1,0,,0,1,0,0,0,0,0,0
284,70736,inverse,1,42,,18,,"[74195, 74214, 74195, 0, 0, 0]","[74195, 74214, 0, 0, 0, 0]",,1,1,,0.8181818181818182,0.8571428571428571,,0.0,0.0,,0,0,,1,0,,0,1,0,0,0,0,0,0
288,52972,distinct,1,40,,21,22,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,0.6153846153846154,0.6153846153846154,0.5,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
289,61222,valueType,1,44,,16,,"[74215, 29762, 74195, 0, 0, 0]","[74215, 29762, 29900, 0, 0, 0]",,1,1,,0.8947368421052632,0.9210526315789473,,0.0,0.0,,0,0,,1,1,,1,1,0,0,0,0,0,0
302,60875,single,1,42,,37,7,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.3333333333333333,0.375,0.3333333333333333,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
304,72907,type,1,42,,39,,"[74195, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.9230769230769231,,0.0,0.1,,0,1,,0,1,,0,0,0,0,0,1,0,0
307,56687,distinct,1,41,,2,2,"[74195, 74214, 74195, 0, 0, 0]","[74195, 0, 74195, 0, 0, 0]","[74195, 0, 74195, 0, 0, 0]",1,1,1,0.9090909090909091,1.0,1.0,0.1,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
310,51756,valueType,1,45,,41,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.9319727891156463,0.9447513812154696,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
314,56098,valueType,1,43,,40,,"[74195, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.95,,0.0,0.07692307692307693,,0,1,,0,1,,0,0,0,0,0,1,0,0
317,56097,itemRequiresStatement,1,41,,38,,"[74195, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.9444444444444444,,0.0,0.09090909090909091,,0,1,,0,1,,0,0,0,0,0,1,0,0
318,53992,valueType,1,44,,40,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.6363636363636364,0.7176470588235294,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
319,51761,itemRequiresStatement,1,42,,38,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.8888888888888888,0.9375,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
321,60921,distinct,1,42,,26,,"[74195, 0, 74195, 74195, 74214, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.48,0.5925925925925926,,0.0,0.0,,0,0,,0,1,,0,1,0,0,0,1,0,1
322,64322,valueType,1,46,,42,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.4772727272727273,0.6140350877192983,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
327,53611,valueType,1,43,,38,,"[74195, 74214, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.6111111111111112,0.65,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
333,56490,valueRequiresStatement,1,42,,36,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.42857142857142855,1.0,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
336,52215,itemRequiresStatement,1,42,,7,,"[74195, 74214, 74195, 0, 0, 0]","[74195, 0, 74195, 0, 0, 0]",,1,1,,0.6666666666666666,0.7307692307692307,,0.0625,0.0,,1,0,,1,0,,0,1,0,0,0,0,0,0
338,52397,valueRequiresStatement,1,42,,37,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.23076923076923078,0.5625,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
341,58453,inverse,1,43,,5,,"[74195, 74214, 74195, 0, 0, 0]","[74195, 0, 74195, 0, 0, 0]",,1,1,,0.4,0.6,,0.5,0.0,,1,0,,1,0,,0,1,0,0,0,0,0,0
342,68596,distinct,1,40,,21,22,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,0.8666666666666667,0.8666666666666667,0.8181818181818182,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
343,56097,itemRequiresStatement,1,41,,38,,"[74195, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.9230769230769231,,0.0,0.11764705882352941,,0,2,,0,1,,0,0,0,0,0,1,0,0
345,56687,distinct,1,40,,22,22,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]","[0, 0, 0, 74195, 74214, 0]",1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,1,1,0,0,0
346,70810,oneOf,1,51,,47,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.4603174603174603,0.5223880597014925,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
347,66339,valueRequiresStatement,1,42,,35,9,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.8918918918918919,0.9230769230769231,0.8918918918918919,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
348,56100,type,1,42,,39,,"[74195, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.875,,0.0,0.16666666666666666,,0,2,,0,1,,0,0,0,0,0,1,0,0
349,64245,valueType,1,48,,44,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.9107142857142857,0.953125,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
350,51438,type,1,44,,40,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.95,0.9558823529411765,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
351,53224,distinct,1,41,,21,30,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 98872]",1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
353,52216,conflictWith,1,44,,33,6,"[74195, 74214, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74195, 0, 74195, 0, 0, 0]",1,1,1,0.6296296296296297,0.7241379310344828,0.6296296296296297,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
355,62765,itemRequiresStatement,1,42,,20,,"[74195, 74214, 74195, 0, 0, 0]","[74195, 74214, 0, 0, 0, 0]",,0,1,,0.8461538461538461,1.0,,0.15384615384615385,0.0,,2,0,,1,0,,0,1,0,0,0,0,0,0
357,56100,type,1,42,,39,,"[74195, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.9166666666666666,,0.0,0.125,,0,2,,0,1,,0,0,0,0,0,1,0,0
358,56099,itemRequiresStatement,1,42,,0,0,"[74195, 29762, 0, 0, 0, 0]","[74195, 29963, 98872, 0, 0, 0]","[74195, 29963, 98872, 0, 0, 0]",0,1,1,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
359,56490,valueRequiresStatement,1,42,,37,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.18181818181818182,0.9166666666666666,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
360,56490,valueRequiresStatement,1,42,,37,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.125,1.0,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
362,70810,oneOf,1,52,,14,,"[74215, 29762, 98872, 0, 0, 0]","[74215, 29762, 0, 0, 0, 0]",,1,1,,0.9779411764705882,1.0,,0.022222222222222223,0.0,,3,0,,1,0,,0,1,0,0,0,0,0,0
363,56490,valueRequiresStatement,1,42,,37,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.40540540540540543,0.9333333333333333,,0.0,0.06666666666666667,,0,1,,1,1,,0,0,0,0,0,1,0,1
366,71311,type,1,55,,52,,"[74195, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.9767441860465116,0.9666666666666667,,0.0,0.023809523809523808,,0,1,,0,1,,0,0,0,0,0,1,0,0
372,65737,valueRequiresStatement,1,42,,38,13,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.6944444444444444,0.717948717948718,0.6944444444444444,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
373,58749,single,1,42,,8,,"[74195, 74214, 74195, 0, 0, 0]","[74195, 0, 74195, 0, 0, 0]",,1,1,,0.9285714285714286,1.0,,0.07692307692307693,0.0,,1,0,,1,0,,0,1,0,0,0,0,0,0
375,52410,valueType,1,43,,38,,"[74215, 74214, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.3333333333333333,0.9,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
380,53224,distinct,1,41,,21,33,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 98872]",1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
381,52216,conflictWith,1,42,,30,4,"[74195, 74214, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74195, 0, 74195, 0, 0, 0]",1,1,1,0.7727272727272727,0.9166666666666666,0.7727272727272727,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
382,52143,valueType,1,62,,60,,"[74215, 29762, 35471, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.9858657243816255,0.9885386819484241,,0.0,0.0035842293906810036,,0,1,,1,1,,0,0,0,0,0,1,0,1
386,60096,distinct,1,41,,26,,"[0, 0, 0, 74195, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.6129032258064516,0.7272727272727273,,0.0,0.0,,0,0,,0,1,,0,1,0,0,0,1,0,1
387,56958,valueType,1,43,,39,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.8444444444444444,0.9009009009009009,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
388,62751,type,1,43,,42,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,1.0,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,0
394,65176,itemRequiresStatement,1,42,,5,,"[74195, 74214, 74195, 0, 0, 0]","[74195, 0, 74195, 0, 0, 0]",,0,1,,0.9444444444444444,1.0,,0.0,0.0,,0,0,,1,0,,0,1,0,0,0,0,0,0
396,62202,valueRequiresStatement,1,42,,38,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.8,0.9375,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
397,63734,itemRequiresStatement,1,42,,38,20,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74195, 29762, 29818, 0, 0, 0]",1,1,1,0.5625,0.6346153846153846,0.6041666666666666,0.0,0.0,0.0,0,0,0,1,1,1,1,1,1,1,0,1,0,1
399,52553,itemRequiresStatement,1,42,,7,,"[74195, 74214, 74195, 0, 0, 0]","[74195, 0, 74195, 0, 0, 0]",,0,1,,0.875,1.0,,0.08695652173913043,0.0,,2,0,,1,0,,0,1,0,0,0,0,0,0
400,60307,type,1,44,,24,,"[74195, 74214, 74195, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",,0,1,,0.0,1.0,,0.0,0.0,,0,0,,1,0,,0,1,0,0,0,0,0,0
403,53992,valueType,1,44,,40,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.9326923076923077,0.9421487603305785,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
409,60096,distinct,1,41,,21,24,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 0, 74214, 74215]",1,1,1,0.6333333333333333,0.6333333333333333,0.5,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
410,65176,itemRequiresStatement,1,42,,5,,"[74195, 74214, 74195, 0, 0, 0]","[74195, 0, 74195, 0, 0, 0]",,0,1,,0.9444444444444444,1.0,,0.0,0.0,,0,0,,1,0,,0,1,0,0,0,0,0,0
412,56100,type,1,42,,39,,"[74195, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.95,,0.0,0.07692307692307693,,0,1,,0,1,,0,0,0,0,0,1,0,0
413,55763,valueType,1,44,,40,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.46153846153846156,0.5185185185185185,,0.0,0.08333333333333333,,0,1,,1,1,,0,0,0,0,0,1,0,1
416,52123,type,1,42,,39,,"[74195, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.98,1.0,,0.0,0.0,,0,0,,0,1,,0,1,0,0,0,1,0,1
425,66339,valueRequiresStatement,1,42,,38,8,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.926829268292683,0.9655172413793104,0.926829268292683,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
426,60921,distinct,1,41,,27,2,"[74195, 0, 74195, 74195, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74195, 0, 74195, 0, 0, 0]",1,1,1,0.52,0.5925925925925926,0.52,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
431,60307,type,1,44,,11,,"[74195, 74214, 74195, 0, 0, 0]","[74195, 0, 74195, 0, 0, 0]",,0,1,,0.5,1.0,,0.5,0.0,,1,0,,1,0,,0,1,0,0,0,0,0,0
434,51873,type,1,50,,42,,"[74195, 74214, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.8,1.0,,0.2,0.0,,1,0,,1,1,,0,1,0,0,0,1,0,0
442,52397,valueRequiresStatement,1,42,,38,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.6190476190476191,0.8076923076923077,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
444,65737,valueRequiresStatement,1,42,,21,21,"[74215, 29762, 74195, 0, 0, 0]","[74195, 29762, 29818, 0, 0, 0]","[74195, 29762, 29818, 0, 0, 0]",1,1,1,0.5490196078431373,0.6274509803921569,0.6274509803921569,0.0,0.0,0.0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
445,50362,valueType,1,43,,23,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",,1,1,,0.625,0.9375,,0.42857142857142855,0.0,,6,0,,1,0,,0,1,0,0,0,0,0,0
447,63500,inverse,1,43,,39,9,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.375,0.5555555555555556,0.375,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
448,58453,inverse,1,43,,10,,"[74195, 74214, 74195, 0, 0, 0]","[74195, 0, 74195, 0, 0, 0]",,1,1,,0.5,1.0,,1.0,0.0,,1,0,,1,0,,0,1,0,0,0,0,0,0
455,71312,valueType,1,43,,40,,"[74195, 74214, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.9,,0.0,0.25,,0,1,,1,1,,0,0,0,0,0,1,0,0
456,54467,itemRequiresStatement,1,42,,8,,"[74195, 74214, 74195, 0, 0, 0]","[74195, 0, 74195, 0, 0, 0]",,0,1,,0.8888888888888888,1.0,,0.1111111111111111,0.0,,1,0,,1,0,,0,1,0,0,0,0,0,0
