index,constraint_id,constraint_type,density_bucket,prediction_exact_match,metric_equivalent,g0_slots,h1_slots,g0_primary_satisfied,h1_primary_satisfied,g0_gfr,h1_gfr,g0_srr,h1_srr,g0_sir,h1_sir,g0_disruption,h1_disruption,g0_focus_deleted,h1_focus_deleted,g0_candidate_deletes_focus,h1_candidate_deletes_focus,g0_vacuous_satisfaction_improvement,h1_vacuous_satisfaction_improvement,g0_non_vacuous_primary_fix,h1_non_vacuous_primary_fix
116,73156,conflictWith,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29991, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
117,61520,conflictWith,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 33661, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
118,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91199, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
119,56490,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29762, 29900]",1,1,0.8461538461538461,0.8461538461538461,0.3333333333333333,0.3333333333333333,0.8823529411764706,0.8823529411764706,1,1,1,1,1,1,1,1,0,0
120,67785,type,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 38111, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
121,63500,inverse,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32015, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
122,66339,valueRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29803, 98872]",1,1,0.8461538461538461,0.8461538461538461,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
124,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
125,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 90482, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
126,55039,itemRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 31961, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
127,52410,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30260, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
128,71476,itemRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 35102, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
129,53482,conflictWith,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30078, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
130,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 90594, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
131,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 92049, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
132,66339,valueRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29803, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
133,62207,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29766, 30433]",1,1,0.8117647058823529,0.8117647058823529,0.0,0.0,0.1111111111111111,0.1111111111111111,1,1,1,1,1,1,1,1,0,0
134,70810,oneOf,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 42703, 35944]",1,1,0.6666666666666666,0.6666666666666666,0.0,0.0,0.029411764705882353,0.029411764705882353,1,1,1,1,1,1,1,1,0,0
135,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
136,62202,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29766, 31309]",1,1,0.6981132075471698,0.6981132075471698,0.0,0.0,0.15789473684210525,0.15789473684210525,1,1,1,1,1,1,1,1,0,0
137,62202,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29766, 29975]",1,1,0.6935483870967742,0.6935483870967742,0.0,0.0,0.13636363636363635,0.13636363636363635,1,1,1,1,1,1,1,1,0,0
138,52830,single,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30842, 44547]",1,1,0.9444444444444444,0.9444444444444444,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
139,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
140,59402,inverse,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 33681, 74723]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
141,52397,valueRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30260, 76552]",1,1,0.6923076923076923,0.6923076923076923,0.0,0.0,0.42857142857142855,0.42857142857142855,1,1,1,1,1,1,1,1,0,0
142,51435,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30111, 46540]",1,1,0.9552845528455285,0.9552845528455285,0.0,0.0,0.15384615384615385,0.15384615384615385,1,1,1,1,1,1,1,1,0,0
143,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91410, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
144,67492,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30332, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
145,56098,valueType,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30990, 31172]",1,1,0.95,0.95,0.07692307692307693,0.07692307692307693,0.0,0.0,1,1,1,1,1,1,0,0,0,0
146,55764,itemRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29973, 98872]",1,1,0.96,0.96,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
147,52216,conflictWith,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30638, 98872]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
148,66337,conflictWith,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29803, 74319]",1,1,0.9764705882352941,0.9764705882352941,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
149,72933,inverse,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 44555, 98872]",1,1,0.7777777777777778,0.7777777777777778,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
150,58452,conflictWith,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32016, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
151,68580,single,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 36262, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
152,57013,inverse,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32843, 98872]",1,1,0.6923076923076923,0.6923076923076923,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
153,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91523, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
154,53992,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 31313, 77631]",0,0,0.9262672811059908,0.9262672811059908,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
155,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91557, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
156,67492,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30332, 78506]",1,1,0.7435897435897436,0.7435897435897436,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
157,60096,distinct,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 93936, 30780, 89986]",1,1,0.6470588235294118,0.6470588235294118,0.0,0.0,0.25,0.25,1,1,1,1,1,1,1,1,0,0
158,66339,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29803, 29916]",1,1,0.9230769230769231,0.9230769230769231,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
159,68686,itemRequiresStatement,5_16,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 38708, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
160,55082,single,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30067, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
161,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 90771, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
162,73459,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29760, 74305]",1,1,0.9659863945578231,0.9659863945578231,0.0,0.0,0.16666666666666666,0.16666666666666666,1,1,1,1,1,1,1,1,0,0
163,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91755, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
164,56396,itemRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32616, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
165,68580,single,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 36262, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
166,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91602, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
167,65158,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32695, 74305]",1,1,0.780373831775701,0.780373831775701,0.008064516129032258,0.008064516129032258,0.02127659574468085,0.02127659574468085,1,1,1,1,1,1,1,1,0,0
168,72906,valueRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29923, 98872]",1,1,0.9230769230769231,0.9230769230769231,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
169,52397,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30260, 76739]",1,1,0.8653846153846154,0.8653846153846154,0.0,0.0,0.3,0.3,1,1,1,1,1,1,1,1,0,0
170,56805,itemRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30122, 98872]",1,1,0.5853658536585366,0.5853658536585366,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
171,62586,itemRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 35218, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
172,53533,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91218, 31130, 89884]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
173,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 92734, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
175,62202,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29766, 43693]",1,1,0.7818181818181819,0.7818181818181819,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
176,56490,valueRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29762, 29900]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
177,56798,itemRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30122, 98872]",1,1,0.7368421052631579,0.7368421052631579,0.14285714285714285,0.14285714285714285,0.5555555555555556,0.5555555555555556,1,1,1,1,1,1,1,1,0,0
178,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91584, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
179,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
180,61651,type,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 31226, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
181,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 92734, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
182,68403,single,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30235, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
183,53611,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 31152, 36173]",0,0,0.625,0.625,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
184,53040,type,5_16,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30956, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
185,51431,single,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30111, 85446]",1,1,0.7727272727272727,0.7727272727272727,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
186,73014,type,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 45023, 77581]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0
187,60924,single,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 34519, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
188,61220,type,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 33336, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
189,64000,single,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 95002, 35867, 85168]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
190,71367,single,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 43017, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
191,56490,valueRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29762, 30002]",1,1,0.95,0.95,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0
192,56490,valueRequiresStatement,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29762, 29900]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
193,57013,inverse,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32843, 98872]",1,1,0.9411764705882353,0.9411764705882353,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
194,59405,distinct,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 92010, 33681, 75281]",1,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,0,0
195,51669,single,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30357, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
196,60919,type,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 34519, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
197,63258,itemRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 35506, 82218]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0,0
198,52397,valueRequiresStatement,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30260, 83622]",1,1,0.8125,0.8125,0.0,0.0,0.3333333333333333,0.3333333333333333,1,1,1,1,1,1,1,1,0,0
199,71312,valueType,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 31386, 94583]",1,1,0.9375,0.9375,0.08333333333333333,0.08333333333333333,0.0,0.0,1,1,1,1,1,1,1,1,0,0
200,64245,valueType,65_plus,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 33289, 32351]",1,1,0.9545454545454546,0.9545454545454546,0.0,0.0,0.3333333333333333,0.3333333333333333,1,1,1,1,1,1,1,1,0,0
201,65605,single,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 36694, 98872]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0
202,51861,distinct,17_64,0,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29963, 88882]",1,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0
