index,constraint_id,constraint_type,density_bucket,candidate_count,selected_candidate_index,oracle_candidate_index,non_vacuous_oracle_candidate_index,selected_slots,oracle_slots,non_vacuous_oracle_slots,selected_primary_satisfied,oracle_primary_satisfied,non_vacuous_oracle_primary_satisfied,selected_gfr,oracle_gfr,non_vacuous_oracle_gfr,selected_srr,oracle_srr,non_vacuous_oracle_srr,selected_regressions,oracle_regressions,non_vacuous_oracle_regressions,selected_disruption,oracle_disruption,non_vacuous_oracle_disruption,selected_safe,oracle_safe,selected_non_vacuous_safe,oracle_non_vacuous_safe,selected_focus_deleted,oracle_focus_deleted,selected_vacuous_satisfaction_improvement,oracle_vacuous_satisfaction_improvement
219,71311,type,1,54,15,21,21,"[74195, 29762, 30002, 0, 0, 0]","[74195, 29762, 0, 0, 0, 0]","[74195, 29762, 0, 0, 0, 0]",1,1,1,0.978494623655914,1.0,1.0,0.021739130434782608,0.0,0.0,2,0,0,1,0,0,0,1,0,1,0,0,0,0
221,64245,valueType,1,47,7,38,,"[74215, 29762, 31361, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.15384615384615385,0.4,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
225,64322,valueType,1,45,8,37,,"[74215, 29762, 78401, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9222222222222223,0.9354838709677419,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
226,71311,type,1,54,20,45,,"[74195, 30990, 31172, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.96,0.9655172413793104,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
228,51433,valueRequiresStatement,1,42,12,31,22,"[74195, 30131, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 0, 0, 0]",1,1,1,0.868421052631579,0.9047619047619048,0.868421052631579,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
229,56958,valueType,1,41,10,29,,"[74215, 29762, 31361, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.21428571428571427,0.4444444444444444,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
230,59405,distinct,1,41,38,21,,"[0, 0, 0, 84718, 74214, 74215]","[0, 0, 0, 89881, 74214, 74215]",,0,0,,0.967741935483871,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
231,65737,valueRequiresStatement,1,41,1,33,,"[74215, 29762, 31113, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.6444444444444445,0.6666666666666666,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
237,52397,valueRequiresStatement,1,41,1,36,10,"[74215, 31319, 89207, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[0, 31319, 89207, 0, 0, 0]",1,1,1,0.6486486486486487,0.7727272727272727,0.6486486486486487,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
238,63734,itemRequiresStatement,1,41,1,35,,"[74195, 33336, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.5882352941176471,0.675,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
239,59405,distinct,1,42,37,23,,"[0, 0, 0, 84718, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
242,68753,itemRequiresStatement,1,41,8,16,,"[74195, 29766, 43693, 0, 0, 0]","[74195, 29766, 0, 0, 0, 0]",,0,0,,0.9130434782608695,1.0,,0.08695652173913043,0.0,,2,0,,1,0,,0,0,0,0,0,0,0,0
245,59405,distinct,1,41,38,21,,"[0, 0, 0, 84718, 74214, 74215]","[0, 0, 0, 89881, 74214, 74215]",,0,0,,0.967741935483871,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
251,73060,inverse,1,42,21,16,,"[74215, 74214, 74195, 0, 0, 0]","[74195, 30122, 0, 0, 0, 0]",,1,1,,0.7307692307692307,0.7407407407407407,,0.0,0.0,,0,0,,1,0,,0,1,0,0,0,0,0,0
254,73973,valueType,1,46,10,43,,"[74215, 29803, 83063, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.8627450980392157,0.9027777777777778,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
260,52397,valueRequiresStatement,1,41,3,34,,"[74215, 31319, 87172, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.4,0.6470588235294118,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
262,55133,itemRequiresStatement,1,42,8,31,,"[74195, 30122, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.5238095238095238,0.6521739130434783,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
266,64245,valueType,1,47,7,6,,"[74215, 29762, 82829, 0, 0, 0]","[0, 0, 0, 98872, 33289, 32351]",,0,0,,0.9452054794520548,0.9767441860465116,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
270,64245,valueType,1,47,7,43,,"[74215, 29762, 31361, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.3111111111111111,0.48214285714285715,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
275,52410,valueType,1,43,3,38,,"[74215, 31319, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.5769230769230769,0.7333333333333333,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
277,56490,valueRequiresStatement,1,41,1,34,,"[74215, 29803, 29818, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.2857142857142857,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
278,59401,single,1,41,1,3,,"[74195, 30990, 31172, 0, 0, 0]","[74195, 30990, 0, 0, 0, 0]",,0,1,,0.9487179487179487,1.0,,0.02631578947368421,0.0,,1,0,,1,0,,0,1,0,0,0,0,0,0
279,59405,distinct,1,41,38,21,,"[0, 0, 0, 84718, 74214, 74215]","[0, 0, 0, 89881, 74214, 74215]",,0,0,,0.967741935483871,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
282,59405,distinct,1,42,40,23,,"[0, 0, 0, 84718, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
283,55697,single,1,42,0,8,,"[74195, 74214, 98872, 74195, 74214, 74215]","[74195, 30122, 0, 0, 0, 0]",,0,1,,0.9230769230769231,1.0,,0.04,0.0,,1,0,,2,0,,0,1,0,0,0,0,0,0
284,70736,inverse,1,42,2,5,,"[74215, 74214, 74195, 0, 0, 0]","[74215, 0, 74195, 0, 0, 0]",,0,1,,0.8181818181818182,0.8571428571428571,,0.0,0.0,,0,0,,1,0,,0,1,0,0,0,0,0,0
287,59405,distinct,1,42,40,22,,"[0, 0, 0, 84718, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
288,52972,distinct,1,41,22,21,31,"[0, 0, 0, 89881, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,0.6153846153846154,0.6153846153846154,0.5,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
289,61222,valueType,1,44,0,6,,"[74215, 29762, 35761, 0, 0, 0]","[74195, 29762, 29900, 0, 0, 0]",,0,0,,0.8947368421052632,0.9210526315789473,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,0,0,0
290,65087,valueType,1,46,13,14,,"[74195, 29762, 29831, 0, 0, 0]","[0, 29762, 29900, 0, 0, 0]",,0,0,,0.7586206896551724,0.9655172413793104,,0.23214285714285715,0.0,,13,0,,1,0,,0,0,0,0,0,0,0,0
297,51865,single,1,42,2,6,,"[74195, 30990, 31172, 0, 0, 0]","[74195, 30990, 0, 0, 0, 0]",,0,0,,0.8823529411764706,1.0,,0.11764705882352941,0.0,,2,0,,1,0,,0,0,0,0,0,0,0,0
300,59405,distinct,1,42,37,23,,"[0, 0, 0, 84718, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
302,60875,single,1,42,0,22,,"[74195, 74214, 83676, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.3333333333333333,0.375,,0.0,0.0,,0,0,,2,1,,0,0,0,0,1,1,0,1
304,72907,type,1,42,2,22,,"[74195, 30990, 31172, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",,0,0,,0.9,1.0,,0.1,0.0,,1,0,,1,0,,0,0,0,0,0,0,0,0
305,59405,distinct,1,42,37,23,,"[0, 0, 0, 84718, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
306,56096,single,1,42,10,4,,"[74195, 30990, 31172, 0, 0, 0]","[74195, 0, 98872, 0, 0, 0]",,0,0,,0.9811320754716981,1.0,,0.018867924528301886,0.0,,2,0,,1,0,,0,0,0,0,0,0,0,0
307,56687,distinct,1,41,22,23,23,"[0, 0, 0, 89881, 74214, 74215]","[0, 0, 0, 0, 74214, 74215]","[0, 0, 0, 0, 74214, 74215]",1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,1,1,0,0,0
309,59405,distinct,1,42,40,23,,"[0, 0, 0, 84718, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
310,51756,valueType,1,45,0,35,25,"[74215, 29762, 75576, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 0, 0, 0]",1,1,1,0.9319727891156463,0.9447513812154696,0.9319727891156463,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
315,59405,distinct,1,42,37,23,,"[0, 0, 0, 84718, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
317,56097,itemRequiresStatement,1,41,1,21,21,"[74195, 30990, 31172, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",1,1,1,0.9090909090909091,1.0,1.0,0.1,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
319,51761,itemRequiresStatement,1,41,1,31,,"[74195, 29762, 29900, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.8888888888888888,0.9375,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
321,60921,distinct,1,43,0,23,,"[74195, 74214, 91910, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.5384615384615384,0.5925925925925926,,0.0,0.0,,0,0,,2,1,,0,0,0,0,1,1,1,1
322,64322,valueType,1,45,9,39,,"[74215, 29762, 31361, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.4772727272727273,0.6140350877192983,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
327,53611,valueType,1,42,4,33,,"[74215, 29762, 83474, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.6111111111111112,0.65,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
330,59405,distinct,1,42,37,23,,"[0, 0, 0, 84718, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
333,56490,valueRequiresStatement,1,41,1,37,,"[74215, 29803, 29818, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.42857142857142855,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
335,72906,valueRequiresStatement,1,42,2,22,,"[74195, 30990, 31172, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",,1,1,,0.8478260869565217,0.8695652173913043,,0.02564102564102564,0.0,,1,0,,1,0,,0,1,0,0,0,0,0,0
338,52397,valueRequiresStatement,1,42,0,29,,"[74195, 74214, 76275, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.2857142857142857,0.5625,,0.0,0.0,,0,0,,2,1,,0,0,0,0,1,1,1,1
340,59405,distinct,1,42,22,22,26,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,1.0,1.0,0.9583333333333334,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
341,58453,inverse,1,42,2,4,,"[74215, 32015, 74195, 0, 0, 0]","[0, 32015, 74195, 0, 0, 0]",,0,0,,0.4,0.6,,0.3333333333333333,0.0,,1,0,,1,0,,0,0,0,0,0,0,0,0
344,51868,conflictWith,1,43,3,7,,"[74195, 30990, 31172, 0, 0, 0]","[74195, 30990, 0, 0, 0, 0]",,0,0,,0.96,1.0,,0.04,0.0,,1,0,,1,0,,0,0,0,0,0,0,0,0
346,70810,oneOf,1,50,15,31,,"[74195, 74214, 74215, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.4603174603174603,0.5223880597014925,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
347,66339,valueRequiresStatement,1,41,1,36,,"[74215, 74214, 98365, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.8918918918918919,0.9230769230769231,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
348,56100,type,1,42,2,40,,"[74195, 30990, 31172, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.9166666666666666,0.875,,0.08333333333333333,0.16666666666666666,,1,2,,1,1,,0,0,0,0,0,1,0,0
349,64245,valueType,1,47,7,6,,"[74215, 29762, 31362, 0, 0, 0]","[0, 0, 0, 98872, 33289, 32351]",,0,0,,0.9107142857142857,0.953125,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
350,51438,type,1,44,23,34,18,"[74195, 29852, 32653, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[0, 29762, 29900, 0, 0, 0]",1,1,1,0.95,0.9558823529411765,0.95,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
353,52216,conflictWith,1,43,23,31,27,"[0, 0, 0, 74195, 74196, 74197]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 0, 74196, 74197]",1,1,1,0.6296296296296297,0.7241379310344828,0.6296296296296297,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
357,56100,type,1,42,3,1,,"[74195, 30990, 31172, 0, 0, 0]","[0, 0, 0, 98872, 30990, 31172]",,0,1,,1.0,0.9166666666666666,,0.0,0.125,,0,2,,1,1,,0,0,0,0,0,1,0,0
358,56099,itemRequiresStatement,1,41,1,39,,"[74195, 30990, 31172, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.8888888888888888,1.0,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
359,56490,valueRequiresStatement,1,41,1,37,,"[74215, 29803, 29818, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.18181818181818182,0.9166666666666666,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
360,56490,valueRequiresStatement,1,41,1,34,,"[74215, 29803, 29818, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.125,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
361,65152,single,1,41,1,3,,"[74195, 30990, 31172, 0, 0, 0]","[74195, 30990, 0, 0, 0, 0]",,0,0,,0.9696969696969697,1.0,,0.030303030303030304,0.0,,2,0,,1,0,,0,0,0,0,0,0,0,0
362,70810,oneOf,1,52,0,14,,"[74195, 74214, 35947, 74195, 74214, 74215]","[74195, 74214, 0, 0, 0, 0]",,0,0,,0.9851851851851852,1.0,,0.014814814814814815,0.0,,2,0,,2,0,,0,0,0,0,0,0,0,0
372,65737,valueRequiresStatement,1,42,0,34,,"[74215, 29762, 95092, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.6944444444444444,0.717948717948718,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
373,58749,single,1,42,0,6,,"[74195, 74214, 98872, 74195, 74214, 74215]","[74195, 0, 98872, 0, 0, 0]",,0,0,,0.9285714285714286,1.0,,0.07142857142857142,0.0,,1,0,,2,0,,0,0,0,0,0,0,0,0
375,52410,valueType,1,43,3,30,,"[74215, 31319, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.3333333333333333,0.9,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
376,60094,inverse,1,43,4,23,,"[74195, 30990, 31172, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",,0,0,,0.8947368421052632,1.0,,0.10526315789473684,0.0,,2,0,,1,0,,0,0,0,0,0,0,0,0
378,60096,distinct,1,42,22,22,27,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,0.8333333333333334,0.8333333333333334,0.5,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
381,52216,conflictWith,1,42,22,24,26,"[0, 0, 0, 74195, 74196, 74197]","[0, 0, 0, 74195, 74214, 74197]","[0, 0, 0, 0, 74196, 74197]",1,1,1,0.7727272727272727,0.9166666666666666,0.7727272727272727,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
385,59405,distinct,1,42,37,23,,"[0, 0, 0, 84718, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
387,56958,valueType,1,42,3,33,,"[74215, 29762, 81924, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.8444444444444444,0.9009009009009009,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
396,62202,valueRequiresStatement,1,41,1,36,,"[74215, 29762, 35471, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.8,0.9375,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
397,63734,itemRequiresStatement,1,41,1,35,,"[74195, 33336, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.5625,0.6346153846153846,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
403,53992,valueType,1,44,8,37,,"[74215, 29762, 42781, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9326923076923077,0.9421487603305785,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
406,57761,single,1,41,19,30,,"[74195, 74214, 74215, 0, 0, 0]","[0, 0, 0, 74195, 74214, 0]",,0,0,,0.9919354838709677,1.0,,0.008064516129032258,0.0,,1,0,,1,0,,0,0,0,0,0,0,0,0
409,60096,distinct,1,41,40,21,,"[0, 0, 0, 84031, 74214, 74215]","[0, 0, 0, 89881, 74214, 74215]",,0,0,,0.5,0.6333333333333333,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
412,56100,type,1,42,2,1,,"[74195, 30990, 31172, 0, 0, 0]","[0, 0, 0, 98872, 30990, 31172]",,0,1,,1.0,0.95,,0.0,0.07692307692307693,,0,1,,1,1,,0,0,0,0,0,1,0,0
414,60094,inverse,1,43,3,23,,"[74195, 30990, 31172, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",,0,0,,0.8666666666666667,1.0,,0.13333333333333333,0.0,,2,0,,1,0,,0,0,0,0,0,0,0,0
416,52123,type,1,42,2,33,,"[74195, 30990, 31172, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.96,1.0,,0.02040816326530612,0.0,,1,0,,1,1,,0,0,0,0,0,1,0,1
418,59405,distinct,1,42,37,23,,"[0, 0, 0, 84718, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
424,72906,valueRequiresStatement,1,41,2,21,,"[74195, 30990, 31172, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",,0,0,,0.8,0.8285714285714286,,0.034482758620689655,0.0,,1,0,,1,0,,0,0,0,0,0,0,0,0
425,66339,valueRequiresStatement,1,41,2,36,,"[74215, 74214, 87666, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.926829268292683,0.9655172413793104,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
426,60921,distinct,1,42,0,22,,"[89881, 74214, 98872, 89881, 74214, 74215]","[0, 0, 0, 89881, 74214, 74215]",,0,0,,0.5384615384615384,0.5925925925925926,,0.0,0.0,,0,0,,2,1,,0,0,0,0,1,1,1,1
432,51863,type,1,42,2,16,,"[74195, 30990, 31172, 0, 0, 0]","[74195, 0, 31172, 0, 0, 0]",,0,0,,0.8333333333333334,1.0,,0.16666666666666666,0.0,,1,0,,1,0,,0,0,0,0,0,0,0,0
436,59402,inverse,1,43,4,20,,"[74195, 30990, 31172, 0, 0, 0]","[0, 30990, 31172, 0, 0, 0]",,0,0,,0.9166666666666666,1.0,,0.08333333333333333,0.0,,1,0,,1,0,,0,0,0,0,0,0,0,0
442,52397,valueRequiresStatement,1,42,0,37,6,"[74195, 74214, 44785, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[74215, 31319, 0, 0, 0, 0]",1,1,1,0.6666666666666666,0.8076923076923077,0.6190476190476191,0.0,0.0,0.0,0,0,0,2,1,0,1,1,0,1,1,1,1,1
444,65737,valueRequiresStatement,1,41,1,34,,"[74215, 29762, 31113, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.5490196078431373,0.5660377358490566,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
445,50362,valueType,1,42,3,22,,"[74215, 29762, 89604, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",,1,1,,0.625,0.9375,,0.42857142857142855,0.0,,6,0,,1,0,,0,1,0,0,0,0,0,0
447,63500,inverse,1,42,2,30,,"[74215, 32016, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.375,0.5555555555555556,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
451,51756,valueType,1,44,22,13,,"[74195, 30131, 98872, 0, 0, 0]","[74215, 29762, 0, 0, 0, 0]",,1,1,,0.7627118644067796,0.773109243697479,,0.011111111111111112,0.0,,1,0,,1,0,,0,1,0,0,0,0,0,0
452,59405,distinct,1,42,38,23,,"[0, 0, 0, 84718, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
459,62202,valueRequiresStatement,1,41,15,36,,"[74195, 29762, 88659, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.6370967741935484,0.7058823529411765,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
460,72906,valueRequiresStatement,1,42,2,22,22,"[74195, 30990, 31172, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]",1,1,1,0.8695652173913043,0.9130434782608695,0.9130434782608695,0.05,0.0,0.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
462,56490,valueRequiresStatement,1,42,12,8,,"[74195, 30990, 31172, 0, 0, 0]","[74215, 29762, 35302, 0, 0, 0]",,0,0,,0.95,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,0,0,0
463,62202,valueRequiresStatement,1,41,1,32,,"[74215, 29762, 35471, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.7446808510638298,0.8392857142857143,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
