index,constraint_id,constraint_type,density_bucket,candidate_count,selected_candidate_index,oracle_candidate_index,non_vacuous_oracle_candidate_index,selected_slots,oracle_slots,non_vacuous_oracle_slots,selected_primary_satisfied,oracle_primary_satisfied,non_vacuous_oracle_primary_satisfied,selected_gfr,oracle_gfr,non_vacuous_oracle_gfr,selected_srr,oracle_srr,non_vacuous_oracle_srr,selected_regressions,oracle_regressions,non_vacuous_oracle_regressions,selected_disruption,oracle_disruption,non_vacuous_oracle_disruption,selected_safe,oracle_safe,selected_non_vacuous_safe,oracle_non_vacuous_safe,selected_focus_deleted,oracle_focus_deleted,selected_vacuous_satisfaction_improvement,oracle_vacuous_satisfaction_improvement
238,63734,itemRequiresStatement,1,42,,39,8,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.5882352941176471,0.675,0.5882352941176471,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
245,59405,distinct,1,41,,21,26,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,1.0,1.0,0.967741935483871,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
246,73060,inverse,1,42,,6,6,"[74215, 29762, 74195, 0, 0, 0]","[74215, 74214, 74195, 0, 0, 0]","[74215, 74214, 74195, 0, 0, 0]",0,1,1,0.75,0.8125,0.8125,0.0,0.0,0.0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
248,64487,distinct,1,41,,21,23,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,0.47368421052631576,0.47368421052631576,0.4444444444444444,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
254,73973,valueType,1,47,,43,18,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74195, 29762, 29900, 0, 0, 0]",1,1,1,0.8627450980392157,0.9027777777777778,0.8823529411764706,0.0,0.0,0.0,0,0,0,1,1,1,1,1,1,1,0,1,0,1
260,52397,valueRequiresStatement,1,42,,38,5,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.4,0.6470588235294118,0.4,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
262,55133,itemRequiresStatement,1,41,,29,2,"[74195, 0, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74195, 0, 0, 0, 0, 0]",1,1,1,0.5238095238095238,0.6521739130434783,0.5238095238095238,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
266,64245,valueType,1,48,,45,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.9452054794520548,0.9767441860465116,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
270,64245,valueType,1,48,,40,,"[74215, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.3111111111111111,0.48214285714285715,,0.0,0.0,,0,0,,0,1,,0,1,0,0,0,1,0,1
274,64487,distinct,1,40,,21,22,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,0.47368421052631576,0.47368421052631576,0.4444444444444444,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
275,52410,valueType,1,43,,38,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.5769230769230769,0.7333333333333333,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
277,56490,valueRequiresStatement,1,41,,31,,"[74195, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.2857142857142857,1.0,,0.0,0.0,,0,0,,0,1,,0,1,0,0,0,1,0,1
279,59405,distinct,1,41,,21,26,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,1.0,1.0,0.967741935483871,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
284,70736,inverse,1,42,,4,,"[74195, 74214, 74195, 0, 0, 0]","[74195, 74214, 0, 0, 0, 0]",,1,1,,0.8181818181818182,0.8571428571428571,,0.0,0.0,,0,0,,1,0,,0,1,0,0,0,0,0,0
288,52972,distinct,1,41,,21,24,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,0.6153846153846154,0.6153846153846154,0.5,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
289,61222,valueType,1,44,,21,,"[74215, 29762, 0, 0, 0, 0]","[74215, 29762, 29900, 0, 0, 0]",,1,1,,0.8947368421052632,0.9210526315789473,,0.0,0.0,,0,0,,0,1,,1,1,0,0,0,0,0,0
290,65087,valueType,1,46,,7,,"[74215, 29762, 98872, 0, 0, 0]","[74215, 29762, 0, 0, 0, 0]",,1,1,,0.7586206896551724,0.9655172413793104,,0.23636363636363636,0.0,,13,0,,1,0,,0,1,0,0,0,0,0,0
302,60875,single,1,42,,34,2,"[74215, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.3333333333333333,0.375,0.3333333333333333,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
304,72907,type,1,42,,41,,"[74195, 29762, 30002, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.9230769230769231,,0.0,0.1,,0,1,,1,1,,0,0,0,0,0,1,0,0
310,51756,valueType,1,45,,41,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.9319727891156463,0.9447513812154696,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
314,56098,valueType,1,43,,42,,"[74195, 29762, 30002, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.95,,0.0,0.07692307692307693,,0,1,,1,1,,0,0,0,0,0,1,0,0
317,56097,itemRequiresStatement,1,41,,40,,"[74195, 29762, 30002, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.9444444444444444,,0.0,0.09090909090909091,,0,1,,1,1,,0,0,0,0,0,1,0,0
318,53992,valueType,1,44,,40,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.6363636363636364,0.7176470588235294,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
319,51761,itemRequiresStatement,1,42,,36,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.8888888888888888,0.9375,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
322,64322,valueType,1,46,,41,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.4772727272727273,0.6140350877192983,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
327,53611,valueType,1,43,,35,,"[74195, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.6111111111111112,0.65,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
333,56490,valueRequiresStatement,1,42,,34,,"[74215, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.42857142857142855,1.0,,0.0,0.0,,0,0,,0,1,,0,1,0,0,0,1,0,1
338,52397,valueRequiresStatement,1,42,,35,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.23076923076923078,0.5625,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
342,68596,distinct,1,41,,21,23,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,0.8666666666666667,0.8666666666666667,0.8181818181818182,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
343,56097,itemRequiresStatement,1,41,,40,,"[74195, 29762, 30002, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.9230769230769231,,0.0,0.11764705882352941,,0,2,,1,1,,0,0,0,0,0,1,0,0
345,56687,distinct,1,40,,22,22,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]","[0, 0, 0, 74195, 74214, 0]",1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,1,1,0,0,0
346,70810,oneOf,1,51,,46,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.4603174603174603,0.5223880597014925,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
347,66339,valueRequiresStatement,1,42,,37,4,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.8918918918918919,0.9230769230769231,0.8918918918918919,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
348,56100,type,1,42,,41,,"[74195, 29762, 30002, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.875,,0.0,0.16666666666666666,,0,2,,1,1,,0,0,0,0,0,1,0,0
349,64245,valueType,1,48,,46,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.9107142857142857,0.953125,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
350,51438,type,1,44,,40,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.95,0.9558823529411765,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
351,53224,distinct,1,41,,21,30,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 98872]",1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
353,52216,conflictWith,1,43,,31,4,"[74195, 0, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74195, 0, 0, 0, 0, 0]",1,1,1,0.6296296296296297,0.7241379310344828,0.6296296296296297,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
357,56100,type,1,42,,41,,"[74195, 29762, 30002, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.9166666666666666,,0.0,0.125,,0,2,,1,1,,0,0,0,0,0,1,0,0
358,56099,itemRequiresStatement,1,42,,0,0,"[74195, 29762, 30002, 0, 0, 0]","[74195, 29963, 98872, 0, 0, 0]","[74195, 29963, 98872, 0, 0, 0]",0,1,1,0.9,1.0,1.0,0.0,0.0,0.0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
359,56490,valueRequiresStatement,1,42,,37,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.18181818181818182,0.9166666666666666,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
360,56490,valueRequiresStatement,1,42,,37,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.125,1.0,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
363,56490,valueRequiresStatement,1,42,,34,,"[74215, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.40540540540540543,0.9333333333333333,,0.0,0.06666666666666667,,0,1,,0,1,,0,0,0,0,0,1,0,1
366,71311,type,1,55,,54,,"[74195, 29762, 30002, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.9767441860465116,0.9666666666666667,,0.0,0.023809523809523808,,0,1,,1,1,,0,0,0,0,0,1,0,0
372,65737,valueRequiresStatement,1,42,,37,6,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.6944444444444444,0.717948717948718,0.6944444444444444,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
375,52410,valueType,1,43,,36,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.3333333333333333,0.9,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
380,53224,distinct,1,41,,21,29,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 98872]",1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
381,52216,conflictWith,1,42,,27,23,"[74195, 0, 0, 74195, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 0, 0]",1,1,1,0.7727272727272727,0.9166666666666666,0.7727272727272727,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
382,52143,valueType,1,62,,21,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 98872, 29758, 30841]",,0,1,,0.9858657243816255,0.9885386819484241,,0.0,0.0035842293906810036,,0,1,,1,1,,0,0,0,0,0,1,0,1
387,56958,valueType,1,43,,40,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.8444444444444444,0.9009009009009009,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
388,62751,type,1,43,,41,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,1.0,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,0
396,62202,valueRequiresStatement,1,42,,35,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.8,0.9375,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
397,63734,itemRequiresStatement,1,42,,37,19,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74195, 29762, 29818, 0, 0, 0]",1,1,1,0.5625,0.6346153846153846,0.6041666666666666,0.0,0.0,0.0,0,0,0,1,1,1,1,1,1,1,0,1,0,1
403,53992,valueType,1,44,,41,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.9326923076923077,0.9421487603305785,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
409,60096,distinct,1,41,,21,24,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,0.6333333333333333,0.6333333333333333,0.5,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
410,65176,itemRequiresStatement,1,42,,3,,"[74195, 74214, 74195, 0, 0, 0]","[74195, 74214, 0, 0, 0, 0]",,0,1,,0.9444444444444444,1.0,,0.0,0.0,,0,0,,1,0,,0,1,0,0,0,0,0,0
412,56100,type,1,42,,41,,"[74195, 29762, 30002, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.95,,0.0,0.07692307692307693,,0,1,,1,1,,0,0,0,0,0,1,0,0
413,55763,valueType,1,44,,40,,"[74195, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.46153846153846156,0.5185185185185185,,0.0,0.08333333333333333,,0,1,,1,1,,0,0,0,0,0,1,0,1
416,52123,type,1,42,,41,,"[74195, 29762, 30002, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.98,1.0,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
425,66339,valueRequiresStatement,1,42,,38,4,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.926829268292683,0.9655172413793104,0.926829268292683,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
426,60921,distinct,1,41,,22,23,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,0.5925925925925926,0.5925925925925926,0.52,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
431,60307,type,1,44,,5,,"[74195, 74214, 74195, 0, 0, 0]","[74195, 74214, 0, 0, 0, 0]",,0,1,,0.5,1.0,,0.5,0.0,,1,0,,1,0,,0,1,0,0,0,0,0,0
434,51873,type,1,50,,41,,"[74195, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,1.0,,0.0,0.0,,0,0,,0,1,,0,1,0,0,0,1,0,0
442,52397,valueRequiresStatement,1,42,,37,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.6190476190476191,0.8076923076923077,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
444,65737,valueRequiresStatement,1,42,,37,4,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.5490196078431373,0.5660377358490566,0.5490196078431373,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
445,50362,valueType,1,43,,11,,"[74195, 29762, 74195, 0, 0, 0]","[74195, 29762, 0, 0, 0, 0]",,1,1,,0.625,0.9375,,0.42857142857142855,0.0,,6,0,,1,0,,0,1,0,0,0,0,0,0
447,63500,inverse,1,43,,35,3,"[74215, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.375,0.5555555555555556,0.375,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
455,71312,valueType,1,43,,40,,"[74195, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.9,,0.0,0.25,,0,1,,1,1,,0,0,0,0,0,1,0,0
459,62202,valueRequiresStatement,1,42,,38,12,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74195, 29762, 29818, 0, 0, 0]",1,1,1,0.6370967741935484,0.7058823529411765,0.6774193548387096,0.0,0.0,0.0,0,0,0,1,1,1,1,1,1,1,0,1,0,1
463,62202,valueRequiresStatement,1,42,,34,2,"[74215, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.7446808510638298,0.8392857142857143,0.7446808510638298,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
467,56958,valueType,1,43,,40,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.813953488372093,0.8773584905660378,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
471,56958,valueType,1,43,,41,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.8163265306122449,0.8739495798319328,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
473,56490,valueRequiresStatement,1,42,,38,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.125,1.0,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
476,56462,valueType,1,51,,49,13,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 29818, 0, 0, 0]",1,1,1,0.9344262295081968,0.9490740740740741,0.9398907103825137,0.0,0.0,0.0,0,0,0,1,1,1,1,1,1,1,0,1,0,1
479,55131,inverse,1,42,,10,,"[74195, 29762, 74195, 0, 0, 0]","[74195, 29762, 0, 0, 0, 0]",,1,1,,0.7857142857142857,1.0,,0.23076923076923078,0.0,,3,0,,1,0,,0,1,0,0,0,0,0,0
486,56098,valueType,1,43,,42,,"[74195, 29762, 30002, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.95,,0.0,0.07692307692307693,,0,1,,1,1,,0,0,0,0,0,1,0,0
487,73947,type,1,51,,49,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.9487179487179487,0.9830508474576272,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
491,58453,inverse,1,42,,27,3,"[74195, 0, 0, 74195, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74195, 0, 0, 0, 0, 0]",1,1,1,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
492,53992,valueType,1,44,,40,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.8960396039603961,0.9135802469135802,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
493,51756,valueType,1,45,,41,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.9193548387096774,0.9344978165938864,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
494,52143,valueType,1,62,,21,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 98872, 29758, 30841]",,0,1,,0.9858657243816255,0.9885386819484241,,0.0,0.0035842293906810036,,0,1,,1,1,,0,0,0,0,0,1,0,1
503,63734,itemRequiresStatement,1,42,,38,11,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74195, 29762, 29818, 0, 0, 0]",1,1,1,0.5192307692307693,0.5892857142857143,0.5769230769230769,0.0,0.0,0.0,0,0,0,1,1,1,1,1,1,1,0,1,0,1
507,60096,distinct,1,41,,24,,"[0, 0, 0, 74195, 74214, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.7954545454545454,0.8723404255319149,,0.0,0.0,,0,0,,0,1,,0,1,0,0,0,1,0,1
509,56490,valueRequiresStatement,1,41,,31,,"[74215, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.2727272727272727,0.75,,0.0,0.3333333333333333,,0,1,,0,1,,0,0,0,0,0,1,0,1
511,56490,valueRequiresStatement,1,42,,34,,"[74215, 29762, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.375,0.8888888888888888,,0.0,0.3333333333333333,,0,1,,0,1,,0,0,0,0,0,1,0,1
515,56490,valueRequiresStatement,1,41,,30,2,"[74195, 0, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74195, 0, 0, 0, 0, 0]",1,1,1,0.8275862068965517,0.9375,0.8275862068965517,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
519,59405,distinct,1,41,,21,26,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,0.9333333333333333,0.9333333333333333,0.8787878787878788,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
526,59405,distinct,1,41,,21,26,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,1.0,1.0,0.967741935483871,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
529,69703,itemRequiresStatement,1,42,,40,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,1.0,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,0
530,52397,valueRequiresStatement,1,42,,38,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.5862068965517241,0.7352941176470589,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
531,53992,valueType,1,44,,40,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.5,0.5625,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
533,55125,itemRequiresStatement,1,41,,30,,"[74195, 0, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.4375,0.6,,0.0,0.0,,0,0,,0,1,,0,1,0,0,0,1,0,1
537,52217,conflictWith,1,43,,25,24,"[0, 0, 0, 74195, 74214, 0]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,0.68,0.7407407407407407,0.68,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
538,56958,valueType,1,43,,41,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.82,0.8780487804878049,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
542,56687,distinct,1,41,,24,24,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]","[0, 0, 0, 74195, 74214, 0]",1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,1,1,0,0,0
543,62202,valueRequiresStatement,1,41,,38,9,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74195, 29762, 29818, 0, 0, 0]",1,1,1,0.6474820143884892,0.711764705882353,0.6834532374100719,0.0,0.0,0.0,0,0,0,1,1,1,1,1,1,1,0,1,0,1
556,71311,type,1,55,,24,24,"[74195, 29762, 30002, 0, 0, 0]","[74215, 29762, 30002, 0, 0, 0]","[74215, 29762, 30002, 0, 0, 0]",1,1,1,0.8333333333333334,1.0,1.0,0.13636363636363635,0.0,0.0,3,0,0,1,1,1,0,1,0,1,0,0,0,0
558,57013,inverse,1,43,,9,,"[74195, 29762, 74195, 0, 0, 0]","[74195, 29762, 0, 0, 0, 0]",,1,1,,0.7647058823529411,0.9411764705882353,,0.2,0.0,,3,0,,1,0,,0,1,0,0,0,0,0,0
563,59403,type,1,42,,30,,"[74195, 0, 0, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.9583333333333334,1.0,,0.0,0.0,,0,0,,0,1,,0,1,0,0,0,1,0,1
564,52397,valueRequiresStatement,1,42,,37,,"[74215, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.6222222222222222,0.7254901960784313,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
