index,constraint_id,constraint_type,density_bucket,candidate_count,selected_candidate_index,oracle_candidate_index,non_vacuous_oracle_candidate_index,selected_slots,oracle_slots,non_vacuous_oracle_slots,selected_primary_satisfied,oracle_primary_satisfied,non_vacuous_oracle_primary_satisfied,selected_gfr,oracle_gfr,non_vacuous_oracle_gfr,selected_srr,oracle_srr,non_vacuous_oracle_srr,selected_regressions,oracle_regressions,non_vacuous_oracle_regressions,selected_disruption,oracle_disruption,non_vacuous_oracle_disruption,selected_safe,oracle_safe,selected_non_vacuous_safe,oracle_non_vacuous_safe,selected_focus_deleted,oracle_focus_deleted,selected_vacuous_satisfaction_improvement,oracle_vacuous_satisfaction_improvement
270,64245,valueType,1,47,7,37,,"[74215, 29762, 31361, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.3111111111111111,0.48214285714285715,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
275,52410,valueType,1,43,3,34,,"[74215, 31319, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.5769230769230769,0.7333333333333333,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
277,56490,valueRequiresStatement,1,41,1,32,,"[74215, 29803, 29818, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.2857142857142857,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
278,59401,single,1,42,2,8,,"[74195, 30990, 31172, 0, 0, 0]","[74195, 30990, 0, 0, 0, 0]",,0,1,,0.9487179487179487,1.0,,0.02631578947368421,0.0,,1,0,,1,0,,0,1,0,0,0,0,0,0
280,61200,itemRequiresStatement,1,41,1,6,,"[74195, 30122, 98872, 0, 0, 0]","[74195, 30122, 0, 0, 0, 0]",,1,1,,0.9166666666666666,1.0,,0.08695652173913043,0.0,,2,0,,1,0,,0,1,0,0,0,0,0,0
282,59405,distinct,1,42,22,23,,"[0, 0, 0, 89881, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
283,55697,single,1,42,2,8,,"[74195, 30122, 98872, 0, 0, 0]","[74195, 0, 98872, 0, 0, 0]",,1,1,,0.9259259259259259,1.0,,0.07692307692307693,0.0,,2,0,,1,0,,0,1,0,0,0,0,0,0
284,70736,inverse,1,42,2,4,,"[74215, 74214, 74195, 0, 0, 0]","[74215, 0, 74195, 0, 0, 0]",,0,1,,0.8181818181818182,0.8571428571428571,,0.0,0.0,,0,0,,1,0,,0,1,0,0,0,0,0,0
288,52972,distinct,1,41,21,21,35,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 0, 74215]",1,1,1,0.6153846153846154,0.6153846153846154,0.5,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
289,61222,valueType,1,44,4,18,,"[74195, 29762, 98872, 0, 0, 0]","[74195, 29762, 29900, 0, 0, 0]",,0,0,,0.8947368421052632,0.9210526315789473,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,0,0,0
290,65087,valueType,1,46,6,10,,"[74215, 29762, 29900, 0, 0, 0]","[74215, 29762, 0, 0, 0, 0]",,0,0,,0.7586206896551724,0.9655172413793104,,0.23214285714285715,0.0,,13,0,,1,0,,0,0,0,0,0,0,0,0
292,70436,inverse,1,42,2,13,,"[74215, 74214, 74195, 0, 0, 0]","[74215, 74214, 0, 0, 0, 0]",,0,0,,0.5641025641025641,0.6222222222222222,,0.0,0.0,,0,0,,1,0,,0,0,0,0,0,0,0,0
297,51865,single,1,42,2,8,,"[74195, 30990, 31172, 0, 0, 0]","[74195, 30990, 0, 0, 0, 0]",,0,0,,0.8823529411764706,1.0,,0.11764705882352941,0.0,,2,0,,1,0,,0,0,0,0,0,0,0,0
300,59405,distinct,1,42,22,23,,"[0, 0, 0, 89881, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
305,59405,distinct,1,42,22,23,,"[0, 0, 0, 89881, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
306,56096,single,1,42,2,9,,"[74195, 30990, 98872, 0, 0, 0]","[74195, 0, 98872, 0, 0, 0]",,0,0,,0.983739837398374,1.0,,0.016260162601626018,0.0,,2,0,,1,0,,0,0,0,0,0,0,0,0
307,56687,distinct,1,40,21,23,23,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 0, 74214, 74215]","[0, 0, 0, 0, 74214, 74215]",1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,1,1,0,0,0
309,59405,distinct,1,42,22,23,,"[0, 0, 0, 89881, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
310,51756,valueType,1,45,5,34,24,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[0, 29762, 98872, 0, 0, 0]",1,1,1,0.9319727891156463,0.9447513812154696,0.9319727891156463,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
315,59405,distinct,1,42,22,23,,"[0, 0, 0, 89881, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
316,73060,inverse,1,42,2,12,,"[74215, 74214, 74195, 0, 0, 0]","[0, 74214, 74195, 0, 0, 0]",,0,0,,0.631578947368421,0.6888888888888889,,0.0,0.0,,0,0,,1,0,,0,0,0,0,0,0,0,0
318,53992,valueType,1,43,3,34,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.6363636363636364,0.7176470588235294,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
319,51761,itemRequiresStatement,1,41,1,32,,"[74195, 29762, 29900, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.8888888888888888,0.9375,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
321,60921,distinct,1,43,0,23,,"[74195, 74214, 91910, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.5384615384615384,0.5925925925925926,,0.0,0.0,,0,0,,2,1,,0,0,0,0,1,1,1,1
322,64322,valueType,1,45,5,36,,"[74215, 29762, 31362, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.4772727272727273,0.6140350877192983,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
327,53611,valueType,1,42,2,33,,"[74215, 29762, 97982, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.6111111111111112,0.65,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
330,59405,distinct,1,42,22,23,,"[0, 0, 0, 89881, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
333,56490,valueRequiresStatement,1,41,1,32,,"[74215, 29803, 29818, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.42857142857142855,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
336,52215,itemRequiresStatement,1,42,2,4,,"[74195, 29762, 98872, 0, 0, 0]","[74195, 0, 98872, 0, 0, 0]",,0,0,,0.46153846153846156,0.7307692307692307,,0.3684210526315789,0.0,,7,0,,1,0,,0,0,0,0,0,0,0,0
338,52397,valueRequiresStatement,1,42,2,29,,"[74215, 31319, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.23076923076923078,0.5625,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
340,59405,distinct,1,42,22,22,27,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,1.0,1.0,0.9583333333333334,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
341,58453,inverse,1,42,2,3,,"[74215, 32015, 74195, 0, 0, 0]","[0, 32015, 74195, 0, 0, 0]",,0,0,,0.4,0.6,,0.3333333333333333,0.0,,1,0,,1,0,,0,0,0,0,0,0,0,0
344,51868,conflictWith,1,43,3,7,,"[74195, 30990, 31172, 0, 0, 0]","[74195, 30990, 0, 0, 0, 0]",,0,0,,0.96,1.0,,0.04,0.0,,1,0,,1,0,,0,0,0,0,0,0,0,0
347,66339,valueRequiresStatement,1,41,1,39,,"[74215, 74214, 98365, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.8918918918918919,0.9230769230769231,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
348,56100,type,1,42,2,33,,"[74195, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.875,,0.0,0.16666666666666666,,0,2,,1,1,,0,0,0,0,0,1,0,0
349,64245,valueType,1,47,7,41,,"[74215, 29762, 38487, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9107142857142857,0.953125,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
350,51438,type,1,44,4,36,21,"[74195, 29762, 29900, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[0, 29762, 29900, 0, 0, 0]",0,1,1,0.85,0.9558823529411765,0.95,0.10714285714285714,0.0,0.0,6,0,0,1,1,0,0,1,0,1,0,1,0,1
353,52216,conflictWith,1,43,23,28,30,"[0, 0, 0, 74195, 74196, 74197]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 0, 74196, 74197]",1,1,1,0.6296296296296297,0.7241379310344828,0.6296296296296297,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
357,56100,type,1,42,2,33,,"[74195, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.9166666666666666,,0.0,0.125,,0,2,,1,1,,0,0,0,0,0,1,0,0
358,56099,itemRequiresStatement,1,41,1,32,,"[74195, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.8,1.0,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
359,56490,valueRequiresStatement,1,41,1,32,,"[74215, 29803, 29818, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.18181818181818182,0.9166666666666666,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
360,56490,valueRequiresStatement,1,41,1,32,,"[74215, 29803, 29818, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.125,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
361,65152,single,1,41,1,6,,"[74195, 30990, 98872, 0, 0, 0]","[74195, 30990, 0, 0, 0, 0]",,0,0,,0.9696969696969697,1.0,,0.030303030303030304,0.0,,2,0,,1,0,,0,0,0,0,0,0,0,0
372,65737,valueRequiresStatement,1,42,2,41,,"[74215, 29762, 31113, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.6944444444444444,0.717948717948718,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
373,58749,single,1,42,0,3,,"[74195, 74214, 98872, 74195, 74214, 74215]","[74195, 74214, 0, 0, 0, 0]",,0,0,,0.9285714285714286,1.0,,0.07142857142857142,0.0,,1,0,,2,0,,0,0,0,0,0,0,0,0
375,52410,valueType,1,43,3,33,,"[74195, 31319, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.3333333333333333,0.9,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
378,60096,distinct,1,42,22,22,34,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,0.8333333333333334,0.8333333333333334,0.5,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
381,52216,conflictWith,1,42,22,23,25,"[0, 0, 0, 74195, 74196, 74197]","[0, 0, 0, 74195, 74214, 74197]","[0, 0, 0, 0, 74196, 74197]",1,1,1,0.7727272727272727,0.9166666666666666,0.7727272727272727,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
385,59405,distinct,1,42,22,23,,"[0, 0, 0, 89881, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
387,56958,valueType,1,42,2,33,,"[74215, 29762, 38587, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.8444444444444444,0.9009009009009009,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
389,57383,inverse,1,42,2,5,,"[74215, 74214, 74195, 0, 0, 0]","[74215, 0, 74195, 0, 0, 0]",,0,0,,0.6,0.631578947368421,,0.0,0.0,,0,0,,1,0,,0,0,0,0,0,0,0,0
396,62202,valueRequiresStatement,1,41,1,33,,"[74215, 29762, 35471, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.8,0.9375,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
397,63734,itemRequiresStatement,1,41,1,33,,"[74195, 33336, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.5625,0.6346153846153846,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
403,53992,valueType,1,44,4,37,,"[74215, 29762, 31447, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9326923076923077,0.9421487603305785,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
412,56100,type,1,42,2,33,,"[74195, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,1.0,0.95,,0.0,0.07692307692307693,,0,1,,1,1,,0,0,0,0,0,1,0,0
416,52123,type,1,42,2,31,,"[74195, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.98,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
418,59405,distinct,1,42,22,23,,"[0, 0, 0, 89881, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
425,66339,valueRequiresStatement,1,41,1,34,,"[74215, 74214, 95244, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.926829268292683,0.9655172413793104,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
426,60921,distinct,1,42,0,22,,"[89881, 74214, 98872, 89881, 74214, 74215]","[0, 0, 0, 89881, 74214, 74215]",,0,0,,0.5384615384615384,0.5925925925925926,,0.0,0.0,,0,0,,2,1,,0,0,0,0,1,1,1,1
442,52397,valueRequiresStatement,1,42,2,33,5,"[74215, 31319, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 31319, 0, 0, 0, 0]",1,1,1,0.6190476190476191,0.8076923076923077,0.6190476190476191,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
444,65737,valueRequiresStatement,1,41,1,40,,"[74215, 29762, 31113, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.5490196078431373,0.5660377358490566,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
445,50362,valueType,1,42,2,17,,"[74195, 29762, 89604, 0, 0, 0]","[0, 29762, 89604, 0, 0, 0]",,1,1,,0.625,0.9375,,0.42857142857142855,0.0,,6,0,,1,0,,0,1,0,0,0,0,0,0
447,63500,inverse,1,42,2,36,,"[74215, 32016, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.375,0.5555555555555556,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
452,59405,distinct,1,42,22,23,,"[0, 0, 0, 89881, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
459,62202,valueRequiresStatement,1,41,1,35,,"[74215, 29762, 35471, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,,0.6370967741935484,0.7058823529411765,,0.0,0.0,,0,0,,1,1,,0,1,0,0,0,1,0,1
462,56490,valueRequiresStatement,1,41,1,3,,"[74215, 29803, 74477, 0, 0, 0]","[74215, 29803, 35302, 0, 0, 0]",,0,0,,0.95,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,0,0,0
463,62202,valueRequiresStatement,1,41,1,32,,"[74215, 29762, 35471, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.7446808510638298,0.8392857142857143,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
467,56958,valueType,1,42,2,33,,"[74215, 29762, 38587, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.813953488372093,0.8773584905660378,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
471,56958,valueType,1,42,2,33,11,"[74215, 29762, 38587, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 0, 38587, 0, 0, 0]",1,1,1,0.8163265306122449,0.8739495798319328,0.8163265306122449,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
473,56490,valueRequiresStatement,1,41,1,32,,"[74215, 29803, 29818, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.125,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
476,56462,valueType,1,51,11,42,16,"[74215, 29762, 29900, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74195, 29762, 29900, 0, 0, 0]",1,1,1,0.9344262295081968,0.9490740740740741,0.9398907103825137,0.0,0.0,0.0,0,0,0,1,1,1,1,1,1,1,0,1,0,1
481,59405,distinct,1,42,22,23,,"[0, 0, 0, 89881, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
487,73947,type,1,51,11,41,15,"[74215, 29762, 97789, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.9487179487179487,0.9830508474576272,0.9487179487179487,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
488,67739,inverse,1,42,2,11,,"[74215, 38089, 74195, 0, 0, 0]","[74215, 38089, 0, 0, 0, 0]",,0,1,,0.5,0.6875,,0.0,0.0,,0,0,,1,0,,0,1,0,0,0,0,0,0
490,59405,distinct,1,42,22,22,27,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,1.0,1.0,0.9583333333333334,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
491,58453,inverse,1,42,2,37,,"[74215, 32015, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.6666666666666666,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
492,53992,valueType,1,44,4,33,24,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 0, 0, 0]",1,1,1,0.8960396039603961,0.9135802469135802,0.8960396039603961,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
493,51756,valueType,1,44,4,33,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9193548387096774,0.9344978165938864,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
501,60921,distinct,1,43,0,23,,"[74195, 74214, 92684, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.5384615384615384,0.5925925925925926,,0.0,0.0,,0,0,,2,1,,0,0,0,0,1,1,1,1
503,63734,itemRequiresStatement,1,41,1,33,,"[74195, 33336, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.5192307692307693,0.5892857142857143,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
506,68403,single,1,42,2,9,,"[74195, 30990, 98872, 0, 0, 0]","[74195, 30990, 0, 0, 0, 0]",,1,1,,0.9166666666666666,1.0,,0.08695652173913043,0.0,,2,0,,1,0,,0,1,0,0,0,0,0,0
515,56490,valueRequiresStatement,1,42,2,32,10,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 0, 0, 0, 0]",1,1,1,0.8275862068965517,0.9375,0.8275862068965517,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
520,57813,single,1,42,23,34,,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74195]",,0,0,,0.944,0.9523809523809523,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,0,0,0
521,59405,distinct,1,42,22,23,,"[0, 0, 0, 89881, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
528,59405,distinct,1,42,22,23,,"[0, 0, 0, 89881, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
530,52397,valueRequiresStatement,1,41,1,32,,"[74215, 31319, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.5862068965517241,0.7352941176470589,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
531,53992,valueType,1,43,3,33,21,"[74215, 29762, 75994, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 0, 75994, 0, 0, 0]",1,1,1,0.5,0.5625,0.5,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
533,55125,itemRequiresStatement,1,42,2,31,,"[74215, 74214, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.4375,0.6,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
535,71367,single,1,42,0,23,,"[74195, 74214, 98872, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",,0,0,,0.9534883720930233,1.0,,0.046511627906976744,0.0,,2,0,,2,0,,0,0,0,0,0,0,0,0
537,52217,conflictWith,1,43,23,30,29,"[0, 0, 0, 74195, 74196, 74197]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 0, 74196, 74197]",1,1,1,0.68,0.7407407407407407,0.68,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
538,56958,valueType,1,42,2,33,11,"[74215, 29762, 38587, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 0, 38587, 0, 0, 0]",1,1,1,0.82,0.8780487804878049,0.82,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
540,60921,distinct,1,43,0,23,,"[74195, 74214, 91416, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.5555555555555556,0.6071428571428571,,0.0,0.0,,0,0,,2,1,,0,0,0,0,1,1,1,1
543,62202,valueRequiresStatement,1,41,1,32,11,"[74215, 29762, 35471, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 0, 35471, 0, 0, 0]",1,1,1,0.6474820143884892,0.711764705882353,0.6474820143884892,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
547,59405,distinct,1,42,22,23,,"[0, 0, 0, 89881, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]",,0,0,,0.9354838709677419,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,1,0,1
551,66960,distinct,1,42,22,22,38,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 0]",1,1,1,0.7692307692307693,0.7692307692307693,0.6363636363636364,0.0,0.0,0.0,0,0,0,1,1,0,1,1,0,1,1,1,1,1
556,71311,type,1,55,15,21,,"[74215, 29762, 35302, 0, 0, 0]","[74215, 29762, 30002, 0, 0, 0]",,0,0,,0.9583333333333334,1.0,,0.0,0.0,,0,0,,1,1,,0,0,0,0,0,0,0,0
